index,Geography,01-Apr,May-17,18-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,<1-9999,"10,000-14,999","15,000-24,999","25,000-34,999","35,000-49,999","50,000-64,999","65,000-74,999",White,Latino,Black,Asian,migration rate,migration st. dev. ,unemployment rate,unemployment st. dev.,birth rate,birth st. dev,death rate,death st. dev.,01-Apr,May-17,18-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,<1-9999,"10,000-14,999","15,000-24,999","25,000-34,999","35,000-49,999","50,000-64,999","65,000-74,999",White,Latino,Black,Asian,Initial Population,Initial Amenities,Population Density,prop_of_pop_modeled,emp_density,world_side_size,prop_tertiary_job,prop_tertiary_people,pareto_alpha,job_1_amenity_effect,job_1_price_effect,job_2_amenity_effect,job_2_price_effect,vacant_amenity_effect,vacant_price_effect,hood_price_effect,hood_amenities_effect,real_modeled_population
65,"Flint, MI Urbanized Area",0.062737062,0.2737083,0.305330314,0.385597685,0.458959114,0.529587313,0.601212337,0.676368326,0.757948606,0.84456843,0.927683971,0.23825358,0.356324142,0.53213046,0.66805967,0.804188357,0.883908354,0.91631466,0.689288855,0.711229657,0.94768298,0.959077332,0.000704571,0.001240309,0.1436,0.021171679,0.010911849,7.33E-05,0.008761237,0.000252564,0.088795925,0.290312543,0.32861599,0.46342138,0.58293766,0.67114968,0.744971496,0.806896234,0.865843821,0.92065797,0.965580295,0.299478699,0.443583723,0.646930613,0.773812466,0.876634685,0.933438567,0.960761954,0.61884482,0.644513076,0.943313827,0.954042046,400,43,1239,0.001368326,44,15,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,292328
66,"Fort Collins, CO Urbanized Area",0.052555526,0.230965192,0.278017332,0.414136391,0.502847615,0.583773903,0.657339289,0.724546633,0.792758486,0.866202836,0.939387003,0.221315586,0.31375377,0.466207009,0.589846616,0.727781321,0.820643361,0.860835919,0.823412703,0.904861905,0.914505632,0.935926935,0.017643846,0.002870539,0.07,0.009777525,0.012268496,7.45E-05,0.005945515,0.000165418,0.041847732,0.145696288,0.262986884,0.559160255,0.698228548,0.774731226,0.833047615,0.874599662,0.91319486,0.949530891,0.980388444,0.346713341,0.461710894,0.632756879,0.750951111,0.857084787,0.915402466,0.936030909,0.796472253,0.878758971,0.893371576,0.92513646,400,71,2215,0.001646734,44,10,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,242905
67,"Fort Smith, AR--OK Urbanized Area",0.069369469,0.283522399,0.312682476,0.397636553,0.483856558,0.564218318,0.633696132,0.71156595,0.786337475,0.865347769,0.936452663,0.218612533,0.353596979,0.574996066,0.7147208,0.833169917,0.906368401,0.93049836,0.678014651,0.787562381,0.854172045,0.903243417,-0.001262273,0.002746488,0.0682,0.005670979,0.012916807,0.000267441,0.010674565,0.000191232,0.091829272,0.286048621,0.326302548,0.466245405,0.609084438,0.711523272,0.762757316,0.824571668,0.881081239,0.931720446,0.972208408,0.291482139,0.453806284,0.670462007,0.813590578,0.907193451,0.953366211,0.964109585,0.669509027,0.767437378,0.849899492,0.899428162,400,61,1487,0.003801595,44,8,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,105219
68,"Fort Walton Beach--Navarre--Wright, FL Urbanized Area",0.059253837,0.244625262,0.269606196,0.357875778,0.450245,0.527010127,0.597212056,0.672317523,0.753579524,0.845605734,0.929297108,0.172622247,0.264508917,0.434291995,0.569917714,0.710164304,0.806224403,0.847774619,0.782110941,0.823500107,0.890566712,0.92081119,0.015538909,0.002189837,0.0664,0.010051865,0.012689422,0.000211019,0.008602061,0.000262476,0.06940562,0.254117896,0.285078683,0.45024557,0.595527391,0.691349913,0.760170841,0.826346739,0.878200488,0.935071444,0.97364992,0.190743707,0.292867227,0.499820785,0.65531392,0.785117075,0.86498131,0.896493962,0.754326936,0.805010547,0.881825048,0.90386208,400,57,1408,0.002357476,44,11,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,169673
69,"Fort Wayne, IN Urbanized Area",0.069859559,0.291706316,0.321483414,0.403038654,0.484944017,0.564165351,0.63843921,0.711449869,0.784497575,0.863028834,0.937161772,0.186329106,0.289995147,0.463431849,0.61655291,0.777140569,0.874338266,0.909374902,0.728378361,0.775632375,0.905640097,0.940064947,0.001041813,0.000721528,0.0834,0.013032268,0.014005923,0.000177368,0.008194246,0.000135684,0.095175628,0.28421071,0.325860433,0.494654406,0.626919057,0.725500999,0.799093107,0.849645595,0.889922298,0.939329144,0.976907907,0.257165132,0.398097961,0.589848777,0.732761608,0.867253242,0.928342491,0.953964954,0.629796711,0.691954089,0.872307968,0.917962377,400,29,1600,0.001452792,44,13,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,275332
70,"Frederick, MD Urbanized Area",0.064014139,0.280551708,0.306610644,0.373139897,0.451089753,0.531997743,0.611761652,0.703470017,0.790272512,0.873423585,0.943713072,0.153025035,0.223178666,0.345046322,0.457777691,0.589838212,0.702231631,0.760265698,0.663802701,0.742970609,0.871234095,0.93341588,0.005448489,0.003447828,0.0596,0.006560488,0.011417561,8.61E-05,0.006789742,0.000182018,0.079943928,0.242985838,0.268012121,0.400245315,0.559287967,0.666536107,0.762332763,0.824197572,0.880341792,0.934898679,0.964367437,0.169968304,0.254303514,0.401169463,0.538103175,0.684231379,0.788335428,0.839048582,0.580945296,0.673088443,0.846466735,0.906175726,400,57,1753,0.003108921,44,9,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,128662
71,"Fredericksburg, VA Urbanized Area",0.063949135,0.288059288,0.323001145,0.412528119,0.490166268,0.567438328,0.645248933,0.722640502,0.805779067,0.88410855,0.948384442,0.177308299,0.254928994,0.383250187,0.500454248,0.639328748,0.748041552,0.793012145,0.652052574,0.693390428,0.883093112,0.913201583,0.0079685,0.002504668,0.0648,0.008009994,0.01242549,0.00031601,0.005936749,0.000287491,0.077549578,0.262822225,0.311818597,0.483301588,0.615561627,0.711382499,0.789509519,0.845762697,0.904808281,0.946203104,0.978557085,0.217479601,0.30574796,0.45307948,0.590522817,0.733490481,0.834463584,0.873327289,0.60876212,0.655540295,0.852978205,0.882768431,400,43,1699,0.003025536,44,9,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,132208
72,"Fresno, CA Urbanized Area",0.07833064,0.311892102,0.347058957,0.441458709,0.533197993,0.613692035,0.68537184,0.751260635,0.818579551,0.886431641,0.946925596,0.235717508,0.371070229,0.542730386,0.65964135,0.773172775,0.853067984,0.889492752,0.341307955,0.575624464,0.642201537,0.767260436,-0.000255664,0.001946124,0.1284,0.01674037,0.016139846,0.000530281,0.006994679,0.000120711,0.099906691,0.310991833,0.359048779,0.494789788,0.623435737,0.721989887,0.787999538,0.843078673,0.896092563,0.940907677,0.974555892,0.297660624,0.442467814,0.628239993,0.750412395,0.84576585,0.91042707,0.931367469,0.301620005,0.538601265,0.618831215,0.739843852,400,86,3460,0.000674904,44,13,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,592677
73,"Gainesville, FL Urbanized Area",0.04944749,0.178326154,0.261746913,0.484301632,0.590784098,0.66855728,0.722284357,0.779831174,0.831134229,0.887950836,0.946949985,0.289985241,0.388383723,0.544603748,0.662797742,0.787492242,0.862937017,0.894783262,0.589577435,0.670228577,0.882142971,0.951218076,0.007108809,0.003368206,0.078,0.006572671,0.01122173,0.00030294,0.0072907,0.000178693,0.042051639,0.11106626,0.309902374,0.637098583,0.777325529,0.84970772,0.887300413,0.918520512,0.944459395,0.96876495,0.986432544,0.451811501,0.548247593,0.707452295,0.812435534,0.896435018,0.941292763,0.958854435,0.579315932,0.675510351,0.848957696,0.940936094,400,71,1989,0.00231079,44,9,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,173101
74,"Gainesville, GA Urbanized Area",0.070922353,0.303607668,0.333529314,0.41702397,0.499566559,0.577285338,0.654274199,0.734890938,0.813403107,0.885675058,0.945077393,0.185248855,0.299281564,0.51387229,0.660397783,0.794632187,0.883669032,0.912912078,0.547013594,0.798135594,0.885893124,0.905592923,0.014292304,0.001551755,0.0732,0.018465102,0.012630021,0.000192596,0.005308401,0.000202429,0.080156581,0.267171702,0.303812103,0.452594643,0.586530368,0.679850315,0.74939913,0.813796181,0.873883193,0.936424392,0.975164035,0.234554896,0.355178042,0.599569733,0.752255193,0.859777448,0.918827893,0.941142433,0.513523659,0.758768721,0.887565934,0.90367882,400,50,948,0.003340599,44,11,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,119739
75,"Gastonia, NC--SC Urbanized Area",0.061785923,0.271834545,0.299026203,0.373802922,0.445149064,0.5193228,0.597259367,0.683615819,0.767568543,0.851182175,0.931091768,0.212749517,0.340518979,0.534727089,0.676824914,0.818976259,0.896853179,0.925407883,0.709207701,0.736225305,0.917612164,0.933413677,0.012792502,0.004180127,0.1164,0.018006665,0.011438366,0.000179047,0.009479014,0.000187415,0.078441935,0.265861908,0.297572477,0.420414507,0.535980149,0.630740973,0.702807238,0.779006208,0.852494194,0.913169026,0.960227122,0.286298442,0.429602085,0.644248706,0.791876166,0.893473507,0.942975033,0.95823193,0.62054873,0.65370015,0.897297881,0.906551372,400,57,1055,0.002734613,44,12,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,146273
76,"Grand Junction, CO Urbanized Area",0.063822305,0.261535267,0.299561523,0.390463132,0.476886441,0.560086648,0.631610354,0.698276023,0.765800314,0.846806266,0.928345349,0.223537237,0.325463986,0.499124595,0.636239192,0.775829811,0.871684511,0.908187611,0.808362287,0.923630403,0.930954267,0.93765696,0.002746386,0.005649,0.0892,0.003919184,0.012148376,0.000325696,0.009383777,0.000226471,0.064157289,0.22790551,0.313591385,0.512983443,0.631790842,0.724154378,0.786710969,0.840310115,0.879155349,0.92575346,0.962941405,0.321777909,0.427585772,0.593418036,0.732051579,0.843065693,0.925923978,0.954647763,0.787917179,0.916155965,0.928481481,0.93470911,400,57,1357,0.003741255,44,9,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,106916
77,"Grand Rapids, MI Urbanized Area",0.066660504,0.272944673,0.312018022,0.411215755,0.503553422,0.586883655,0.65861723,0.726662047,0.797535813,0.871331365,0.941177277,0.217412807,0.320544967,0.49127937,0.629652593,0.77394899,0.865052645,0.900472018,0.739586231,0.803553577,0.905901882,0.933089355,0.003743357,0.000652055,0.0762,0.016569852,0.013518802,0.000274549,0.006866215,0.00012661,0.073509234,0.217023605,0.299060784,0.515033161,0.67182963,0.762253015,0.819436707,0.869710637,0.909086435,0.949997736,0.9792215,0.323125983,0.444826523,0.617819571,0.755905572,0.865069755,0.92972707,0.951297352,0.661779978,0.744237033,0.885243156,0.917267499,400,36,1820,0.000783426,44,17,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,510578
78,"Greeley, CO Urbanized Area",0.068017379,0.286860494,0.34065662,0.45777582,0.547204258,0.625625923,0.699036566,0.767121293,0.829796374,0.888534354,0.946551533,0.245409366,0.34712536,0.5078531,0.645690455,0.789040917,0.880578309,0.915695091,0.559453727,0.831206543,0.849489651,0.862794854,0.020318819,0.004475851,0.0874,0.012175385,0.014271326,0.000262825,0.005680879,0.00013427,0.074942827,0.245786258,0.377451616,0.589876097,0.708816602,0.782325835,0.832986313,0.881735331,0.918920026,0.954391235,0.981663652,0.381733228,0.48793676,0.660652189,0.782097623,0.891132074,0.935231714,0.958084771,0.545841357,0.794175451,0.821835772,0.832602122,400,57,2665,0.003640401,44,6,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,109878
79,"Green Bay, WI Urbanized Area",0.065391966,0.269371638,0.302185343,0.387207221,0.472082771,0.555305808,0.631322483,0.701154888,0.77969324,0.862593917,0.937642408,0.189718118,0.28380155,0.448784168,0.604317878,0.76371783,0.865720058,0.901527074,0.804345277,0.852832898,0.879885385,0.914142191,0.001288459,0.001495978,0.0636,0.012076423,0.012651424,0.000194106,0.007170533,0.000258073,0.079743855,0.248843432,0.306918877,0.492021123,0.656661255,0.748602814,0.81899146,0.870387362,0.919389922,0.955488967,0.986166097,0.270818712,0.387720169,0.572242858,0.733683093,0.863790418,0.932558498,0.951387344,0.702047945,0.765927618,0.828514107,0.874639691,400,43,1731,0.002200414,44,10,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,181784
80,"Greensboro, NC Urbanized Area",0.058307405,0.249130003,0.291547104,0.390558972,0.481128598,0.559104332,0.635183135,0.710064748,0.789200237,0.865711698,0.937754034,0.200928375,0.3050945,0.486343755,0.629895912,0.769419371,0.851622192,0.882842356,0.483006454,0.524202018,0.904192619,0.945091171,0.005676082,0.000700419,0.0836,0.014609586,0.011823512,0.000232258,0.008172632,0.000162814,0.05768409,0.193643032,0.286490892,0.489169365,0.625701007,0.715011344,0.784184674,0.845194828,0.898504372,0.936976585,0.97288046,0.316965789,0.438212722,0.631868595,0.763917625,0.872528028,0.920048838,0.938248809,0.42893207,0.475687619,0.904594486,0.944725877,400,43,1500,0.001439797,44,14,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,277817
81,"Greenville, NC Urbanized Area",0.05752014,0.216469798,0.287180093,0.479427972,0.571904787,0.645005913,0.714376899,0.778198797,0.837113588,0.895299693,0.950250059,0.28612461,0.398846965,0.559691913,0.679508986,0.802056208,0.883057491,0.913990006,0.543152518,0.564746293,0.933160058,0.956370364,0.001348177,0.001293974,0.1164,0.008114185,0.012058462,0.000193796,0.007154852,0.000188132,0.036346426,0.135653989,0.31932468,0.646559214,0.742495364,0.80831572,0.861934154,0.900491448,0.930691529,0.959581945,0.978500759,0.463771458,0.58677086,0.760543172,0.852369972,0.930813904,0.962012127,0.973507558,0.5306467,0.556987925,0.928620742,0.950643938,400,43,1663,0.00368956,44,8,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,108414
82,"Greenville, SC Urbanized Area",0.060939342,0.252459494,0.294857597,0.400448536,0.486968437,0.564499406,0.637421526,0.712199364,0.788506276,0.865378837,0.937410372,0.225578567,0.345075813,0.53080145,0.66508035,0.795865756,0.874235625,0.904215219,0.695701007,0.764326029,0.942605992,0.962048364,0.010051588,0.001938918,0.083,0.014615061,0.012163143,0.000100834,0.009135772,0.000173261,0.064554798,0.210395729,0.302102702,0.513075373,0.645087618,0.722789533,0.786477422,0.846132691,0.892138634,0.937379305,0.975911898,0.326507236,0.440181515,0.634847021,0.763228474,0.868262039,0.920269957,0.937683091,0.677078626,0.741894487,0.91893075,0.948246159,400,61,1097,0.001138129,44,18,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,351454
83,"Gulfport, MS Urbanized Area",0.067119009,0.271724266,0.30363453,0.391427585,0.480851168,0.563098284,0.639207124,0.70916379,0.785128288,0.865430529,0.941061437,0.216045999,0.327026887,0.514717769,0.658541377,0.808353763,0.888493501,0.918055133,0.653655706,0.697933135,0.922456289,0.955088717,0.004805665,0.001121979,0.098,0.006164414,0.012581106,0.000288845,0.009066506,0.000276655,0.070875336,0.242927519,0.295908407,0.471814989,0.612767413,0.703653697,0.777370798,0.840975231,0.887460658,0.932709939,0.97615746,0.256416258,0.393672126,0.609450545,0.735915645,0.874828315,0.937700556,0.957366609,0.603746652,0.676238858,0.929340584,0.953727462,400,57,1137,0.002138397,44,13,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,187056
84,"Hagerstown, MD--WV--PA Urbanized Area",0.062144891,0.265874333,0.290718565,0.36552699,0.450694561,0.53344795,0.607240797,0.696800056,0.781578363,0.863100333,0.933337409,0.192507947,0.298682036,0.467060138,0.595843937,0.748882208,0.85529478,0.894627521,0.789267718,0.817505154,0.935507778,0.952307157,0.004619024,0.001006637,0.0922,0.010533755,0.011762151,0.000261281,0.009453262,0.00023288,0.081076945,0.258449397,0.294369731,0.421315304,0.567665045,0.665644111,0.735827838,0.824118129,0.886336565,0.939365305,0.976297105,0.243822268,0.367678379,0.561009054,0.688191075,0.813856013,0.897596981,0.932519036,0.700473981,0.726902013,0.917755865,0.936352907,400,46,1202,0.002495275,44,12,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,160303
85,"Harlingen, TX Urbanized Area",0.087291988,0.355179947,0.391246848,0.470841662,0.543854322,0.618464445,0.692549952,0.762242858,0.828320808,0.885861525,0.949453033,0.275008869,0.423199528,0.622639196,0.738806398,0.846949476,0.91290851,0.939365165,0.134444641,0.917000318,0.92555691,0.931995216,-0.003263806,0.001090269,0.0926,0.00471593,0.018494989,0.000482336,0.005396287,0.000186743,0.115822543,0.376140205,0.402946992,0.507638579,0.625853161,0.738996619,0.825971168,0.877017286,0.913248708,0.944106015,0.971837724,0.290822887,0.409380692,0.665702347,0.763821922,0.864807672,0.936703097,0.962337941,0.146290106,0.916643353,0.940144008,0.946225318,400,64,1433,0.003373734,44,9,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,118563
86,"Harrisburg, PA Urbanized Area",0.057394013,0.249446025,0.280101886,0.354273891,0.436185915,0.515824799,0.590509307,0.669235543,0.753060313,0.840211319,0.925880994,0.171112567,0.256072524,0.409589449,0.54841585,0.708453958,0.822943821,0.867498884,0.751887541,0.783030241,0.907361623,0.947182345,0.002841025,0.001052282,0.0622,0.006462198,0.011440832,0.000114718,0.009064452,0.000194776,0.070356605,0.234637333,0.287463721,0.429021908,0.579819738,0.681431318,0.756934324,0.817163448,0.879330509,0.930892492,0.96954408,0.2361794,0.331772309,0.516122154,0.667350127,0.810327364,0.897534211,0.92334852,0.636208087,0.680861308,0.858571384,0.909383768,400,46,1453,0.001059987,44,16,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,377363
87,"Hartford, CT Urbanized Area",0.051816027,0.24263248,0.283422675,0.371627273,0.45140537,0.527483022,0.596717942,0.674154915,0.758028498,0.846994831,0.930557896,0.184446007,0.269938183,0.410554969,0.523909181,0.66143838,0.769299484,0.819544314,0.643469105,0.72791523,0.860731339,0.909947818,-0.002185613,0.001140829,0.09,0.01150652,0.009567625,0.000134823,0.008714369,0.0001602,0.064785846,0.213127792,0.2945187,0.453542962,0.601229745,0.711300692,0.778985723,0.838041517,0.887947797,0.935692389,0.975172112,0.270823704,0.373937918,0.521099069,0.636476521,0.766067187,0.855770712,0.895768229,0.503480005,0.615946179,0.767597177,0.851370896,400,57,1503,0.000515382,44,23,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,776123
88,"Hemet, CA Urbanized Area",0.071336265,0.31515547,0.34797596,0.433626627,0.508867081,0.581160706,0.653569329,0.723660738,0.797279717,0.871018007,0.933414599,0.229572874,0.392508334,0.596040539,0.723912385,0.835777938,0.905165185,0.930506776,0.446594968,0.713614212,0.77683565,0.805397307,0.007484314,0.001552215,0.1748,0.018497567,0.013108818,0.000302513,0.006929593,0.000185985,0.104076414,0.325449286,0.355983957,0.474286593,0.581046144,0.658668493,0.731064311,0.797122614,0.856221527,0.910471226,0.953380475,0.29768728,0.47519361,0.654945916,0.771037493,0.858810692,0.92291638,0.952887457,0.401554717,0.668090237,0.762553543,0.787321128,400,86,2834,0.002874947,44,7,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,139133
89,"Hickory, NC Urbanized Area",0.055814489,0.259433562,0.290093437,0.366543643,0.436996567,0.505803613,0.580881284,0.66453032,0.751259417,0.840862696,0.921360717,0.206096765,0.354661343,0.552077894,0.709999471,0.842505652,0.912763848,0.936624943,0.773720729,0.809455728,0.894121625,0.923990389,0.001921252,0.002949491,0.1078,0.014931845,0.010335153,0.000111259,0.010584408,0.000324914,0.062723742,0.241437109,0.296174383,0.43827741,0.559068018,0.655216613,0.735005461,0.804009162,0.866073054,0.923062921,0.958952733,0.292246118,0.452628209,0.646075031,0.791899248,0.902844335,0.95549389,0.971535301,0.716924237,0.762100208,0.875633455,0.914583072,400,57,657,0.002326325,44,16,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,171945
90,"High Point, NC Urbanized Area",0.062768585,0.270778617,0.305080821,0.38483941,0.458883522,0.532433876,0.605084587,0.692157484,0.774612212,0.858924808,0.939308265,0.210723779,0.337815903,0.514126888,0.658827757,0.801948465,0.884613797,0.917611497,0.577618632,0.635232879,0.892277394,0.949006423,0.004969759,0.000884427,0.1096,0.016107141,0.011697721,0.00021401,0.008799511,0.000209717,0.085343346,0.271956342,0.326823331,0.47264208,0.587228728,0.678721441,0.749809075,0.828438236,0.884379176,0.938323363,0.972546617,0.310028336,0.457602818,0.636279479,0.77403222,0.899592454,0.944207995,0.962372571,0.478823939,0.559302592,0.889098565,0.940116481,400,43,1269,0.002789595,44,11,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,143390
91,"Houma, LA Urbanized Area",0.068719618,0.274692946,0.306547368,0.395512755,0.48331977,0.563032219,0.63591293,0.704348802,0.782472584,0.863493073,0.937831492,0.21620304,0.334424379,0.504738766,0.630554269,0.762226219,0.848011539,0.884653276,0.693712067,0.722495243,0.93120159,0.940526602,-0.003565956,0.004858213,0.0612,0.002227106,0.013468639,0.000366869,0.009033885,0.000253016,0.091826626,0.281296284,0.325591204,0.480358597,0.631879395,0.741047345,0.803860602,0.859366571,0.906378429,0.949408061,0.974851157,0.249164223,0.375058651,0.529046921,0.654692082,0.809384164,0.882888563,0.925557185,0.623599534,0.674859139,0.902863795,0.912745052,400,52,1403,0.003118082,44,10,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,128284
92,"Huntington, WV--KY--OH Urbanized Area",0.05899068,0.242058854,0.276750989,0.36967436,0.446298169,0.529248248,0.603936507,0.682150665,0.75568583,0.836138347,0.918664495,0.246463512,0.365625792,0.54589458,0.67562764,0.800784593,0.882217947,0.912743131,0.918702165,0.925869322,0.965158071,0.974360976,-0.003322791,0.00134895,0.0796,0.0072,0.011192667,0.000245491,0.011470075,0.000285938,0.082066931,0.2372682,0.295884555,0.479859659,0.600190885,0.698308252,0.76533966,0.827928297,0.883493188,0.927994838,0.964961924,0.364490418,0.500607134,0.687449215,0.798814947,0.886780911,0.936182451,0.94843469,0.888588562,0.897992281,0.954584313,0.968526457,400,50,1267,0.002422466,44,11,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,165121
93,"Huntsville, AL Urbanized Area",0.056570131,0.250255285,0.283833976,0.36890388,0.455037473,0.531794057,0.605142897,0.680056541,0.766115282,0.859842038,0.9364631,0.19310367,0.290942811,0.434400088,0.54684593,0.669831192,0.762032333,0.805309027,0.636148969,0.672043261,0.928798501,0.957517767,0.007903263,0.001930105,0.083,0.014071247,0.011601414,0.000157552,0.00825715,0.00033118,0.059379844,0.209300595,0.271193639,0.433632232,0.595431579,0.697741622,0.767739082,0.834413338,0.889721271,0.939337286,0.973493174,0.252998434,0.373994045,0.543018403,0.671619214,0.787873534,0.861432313,0.894794743,0.54684934,0.576194554,0.913643828,0.949446313,400,43,1210,0.001575833,44,14,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,253834
94,"Indio--Cathedral City, CA Urbanized Area",0.062579757,0.280440099,0.311431835,0.382014639,0.457003333,0.534456386,0.606370031,0.68138177,0.760642404,0.840896848,0.919220565,0.181238236,0.30357461,0.498539766,0.62825832,0.74751059,0.827966515,0.860309297,0.426467235,0.684713731,0.708857731,0.740806548,0.007484314,0.001552215,0.1204,0.017488282,0.013108818,0.000302513,0.006929593,0.000185985,0.07763395,0.279589089,0.308593087,0.417144751,0.525423027,0.610989375,0.683325394,0.741242259,0.803541619,0.866292484,0.930870078,0.205565929,0.323995267,0.535580911,0.665403739,0.773557765,0.846234014,0.879263738,0.428097289,0.653581968,0.67676068,0.706415002,400,86,1931,0.001440305,44,12,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,277719
95,"Iowa City, IA Urbanized Area",0.054791593,0.197015465,0.26854602,0.469668037,0.579872841,0.669811009,0.742382772,0.795665003,0.848580092,0.900607436,0.952832919,0.273304012,0.357006208,0.487944746,0.598892004,0.732250033,0.832004801,0.874331827,0.78170937,0.816577071,0.882722734,0.952708461,0.008193134,0.002428452,0.038,0.004242641,0.012513688,0.000259503,0.004833243,0.000167268,0.041124957,0.109243856,0.26444019,0.67136445,0.803710098,0.873963401,0.912577294,0.938811639,0.958542327,0.976057001,0.988744154,0.482681201,0.585479151,0.723712122,0.808726755,0.905346608,0.944993264,0.960616571,0.756612226,0.782636521,0.864777049,0.950652915,400,29,2259,0.003885117,44,7,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,102957
96,"Jackson, MS Urbanized Area",0.066240156,0.281968789,0.314396513,0.401291147,0.488911688,0.576043129,0.652107873,0.726136206,0.797463519,0.873744423,0.942403624,0.209939979,0.316700087,0.48340119,0.622093811,0.766804581,0.855326489,0.890846013,0.439422697,0.451673484,0.966607397,0.9809646,-0.003256938,0.001403505,0.0834,0.00344093,0.012976787,0.000324897,0.00866599,0.000236238,0.086858307,0.296130445,0.342567278,0.48465884,0.623947584,0.732350958,0.806942863,0.859899055,0.906854391,0.944364272,0.976979195,0.277832654,0.393486199,0.566297821,0.702739148,0.842121619,0.91180453,0.936776506,0.39600162,0.412569205,0.966065017,0.980271244,400,48,1278,0.001290502,44,16,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,309957
97,"Johnson City, TN Urbanized Area",0.051607543,0.22163891,0.264424549,0.378866789,0.464312834,0.540463876,0.610905925,0.688849972,0.762124652,0.842394437,0.924761363,0.251887713,0.39070023,0.572732649,0.700955882,0.824609328,0.89422852,0.917565105,0.891977713,0.913774608,0.957604405,0.972500957,0.003804891,0.001730661,0.065,0.006663332,0.009981026,0.000189303,0.011459224,0.000317965,0.052437579,0.18491252,0.26001848,0.499909608,0.645601912,0.737440492,0.800745234,0.85174658,0.890665488,0.932627604,0.970753068,0.372801444,0.538849634,0.722054189,0.83194388,0.913303172,0.951148841,0.959282229,0.844692108,0.874710298,0.936510282,0.960415878,400,61,915,0.003975629,44,10,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,100613
